No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,Iws,precipitation,Iprec,Air Quality,cbwd_new
34332,2013,12,1,11,4,0.0,46.58,1025.0,11.0,33.0,0.0,0.0,5,3
34333,2013,12,1,12,4,-1.0,37.96,1025.0,13.0,38.0,0.0,0.0,5,3
34334,2013,12,1,13,4,-1.0,37.96,1024.0,13.0,43.0,0.0,0.0,5,3
34335,2013,12,1,14,4,-2.0,35.27,1024.0,13.0,49.0,0.0,0.0,5,3
34336,2013,12,1,15,4,-1.0,37.96,1024.0,13.0,54.0,0.0,0.0,5,3
34337,2013,12,1,16,4,-1.0,40.54,1024.0,12.0,59.0,0.0,0.0,5,3
34338,2013,12,1,17,4,0.0,46.58,1025.0,11.0,62.0,0.0,0.0,5,3
34339,2013,12,1,18,4,0.0,49.8,1025.0,10.0,65.0,0.0,0.0,5,3
34340,2013,12,1,19,4,1.0,53.53,1025.0,10.0,68.0,0.0,0.0,5,3
34341,2013,12,1,20,4,1.0,57.25,1025.0,9.0,71.0,0.0,0.0,5,3
34342,2013,12,1,21,4,1.0,61.26,1025.0,8.0,73.0,0.0,0.0,6,3
34343,2013,12,1,22,4,1.0,65.59,1025.0,7.0,75.0,0.0,0.0,6,3
34344,2013,12,1,23,4,1.0,65.59,1025.0,7.0,1.0,0.0,0.0,5,4
34345,2013,12,2,0,4,1.0,75.32,1025.0,5.0,2.0,0.0,0.0,6,4
34346,2013,12,2,1,4,1.0,75.32,1024.0,5.0,3.0,0.0,0.0,6,4
34347,2013,12,2,2,4,1.0,80.78,1024.0,4.0,5.0,0.0,0.0,6,4
34348,2013,12,2,3,4,1.0,86.68,1024.0,3.0,6.0,0.0,0.0,6,4
34349,2013,12,2,4,4,1.0,80.78,1024.0,4.0,7.0,0.0,0.0,6,4
34350,2013,12,2,5,4,2.0,86.79,1024.0,4.0,9.0,0.0,0.0,6,4
34351,2013,12,2,6,4,1.0,80.78,1024.0,4.0,0.0,0.0,0.0,6,5
34352,2013,12,2,7,4,1.0,80.78,1025.0,4.0,1.0,0.0,0.0,6,4
34353,2013,12,2,8,4,2.0,75.49,1025.0,6.0,0.0,0.0,0.0,5,5
34354,2013,12,2,9,4,2.0,61.51,1025.0,9.0,0.0,0.0,0.0,5,5
34355,2013,12,2,10,4,0.0,46.58,1025.0,11.0,3.0,0.0,0.0,5,4
34356,2013,12,2,11,4,-1.0,37.96,1024.0,13.0,5.0,0.0,0.0,5,4
34357,2013,12,2,12,4,-3.0,30.68,1023.0,14.0,8.0,0.0,0.0,5,4
34358,2013,12,2,13,4,-5.0,24.75,1022.0,15.0,10.0,0.0,0.0,4,4
34359,2013,12,2,14,4,-5.0,24.75,1021.0,15.0,12.0,0.0,0.0,4,4
34360,2013,12,2,15,4,-5.0,24.75,1021.0,15.0,1.0,0.0,0.0,4,5
34361,2013,12,2,16,4,-6.0,22.94,1021.0,15.0,2.0,0.0,0.0,4,4
34362,2013,12,2,17,4,-4.0,30.39,1021.0,13.0,3.0,0.0,0.0,5,4
34363,2013,12,2,18,4,-1.0,46.29,1021.0,10.0,5.0,0.0,0.0,5,4
34364,2013,12,2,19,4,-1.0,49.51,1022.0,9.0,2.0,0.0,0.0,5,2
34365,2013,12,2,20,4,0.0,56.99,1022.0,8.0,4.0,0.0,0.0,5,2
34366,2013,12,2,21,4,0.0,61.01,1022.0,7.0,6.0,0.0,0.0,5,2
34367,2013,12,2,22,4,1.0,61.26,1022.0,8.0,7.0,0.0,0.0,5,2
34368,2013,12,2,23,4,2.0,70.47,1022.0,7.0,9.0,0.0,0.0,5,2
34369,2013,12,3,0,4,3.0,70.67,1022.0,8.0,11.0,0.0,0.0,5,2
34370,2013,12,3,1,4,3.0,75.67,1021.0,7.0,13.0,0.0,0.0,5,2
34371,2013,12,3,2,4,2.0,70.47,1021.0,7.0,15.0,0.0,0.0,5,2
34372,2013,12,3,3,4,3.0,70.67,1020.0,8.0,17.0,0.0,0.0,4,2
34373,2013,12,3,4,4,3.0,70.67,1020.0,8.0,19.0,0.0,0.0,5,2
34374,2013,12,3,5,4,3.0,75.67,1020.0,7.0,21.0,0.0,0.0,5,2
34375,2013,12,3,6,4,3.0,75.67,1020.0,7.0,2.0,0.0,0.0,5,4
34376,2013,12,3,7,4,4.0,81.2,1021.0,7.0,1.0,0.0,0.0,5,2
34377,2013,12,3,8,4,6.0,76.18,1021.0,10.0,2.0,0.0,0.0,5,2
34378,2013,12,3,9,4,6.0,62.48,1021.0,13.0,5.0,0.0,0.0,5,2
34379,2013,12,3,10,4,4.0,47.74,1021.0,15.0,8.0,0.0,0.0,4,2
34380,2013,12,3,11,4,2.0,36.47,1020.0,17.0,11.0,0.0,0.0,5,2
34381,2013,12,3,12,4,1.0,31.87,1020.0,18.0,15.0,0.0,0.0,3,2
34382,2013,12,3,13,4,-2.0,25.61,1018.0,18.0,20.0,0.0,0.0,3,2
34383,2013,12,3,14,4,-1.0,27.56,1018.0,18.0,24.0,0.0,0.0,2,2
34384,2013,12,3,15,4,-2.0,25.61,1017.0,18.0,28.0,0.0,0.0,3,2
34385,2013,12,3,16,4,-1.0,29.35,1018.0,17.0,31.0,0.0,0.0,3,2
34386,2013,12,3,17,4,0.0,35.87,1018.0,15.0,33.0,0.0,0.0,4,2
34387,2013,12,3,18,4,1.0,41.14,1018.0,14.0,36.0,0.0,0.0,4,2
34388,2013,12,3,19,4,3.0,47.46,1019.0,14.0,38.0,0.0,0.0,4,2
34389,2013,12,3,20,4,4.0,54.35,1019.0,13.0,2.0,0.0,0.0,4,1
34390,2013,12,3,21,4,5.0,58.29,1019.0,13.0,4.0,0.0,0.0,4,1
34391,2013,12,3,22,4,4.0,62.0,1019.0,11.0,5.0,0.0,0.0,4,1
34392,2013,12,3,23,4,6.0,71.27,1019.0,11.0,0.0,0.0,0.0,4,5
34393,2013,12,4,0,4,6.0,81.48,1020.0,9.0,0.0,0.0,0.0,4,5
34394,2013,12,4,1,4,5.0,76.01,1020.0,9.0,3.0,0.0,0.0,4,1
34395,2013,12,4,2,4,6.0,81.48,1020.0,9.0,1.0,0.0,0.0,4,5
34396,2013,12,4,3,4,6.0,87.19,1020.0,8.0,2.0,0.0,0.0,4,1
34397,2013,12,4,4,4,6.0,87.19,1020.0,8.0,3.0,0.0,0.0,4,1
34398,2013,12,4,5,4,6.0,87.19,1020.0,8.0,0.0,0.0,0.0,4,5
34399,2013,12,4,6,4,7.0,87.28,1020.0,9.0,3.0,0.0,0.0,4,4
34400,2013,12,4,7,4,6.0,87.19,1021.0,8.0,2.0,0.0,0.0,4,1
34401,2013,12,4,8,4,9.0,93.5,1022.0,10.0,5.0,0.0,0.0,4,1
34402,2013,12,4,9,4,10.0,87.57,1022.0,12.0,8.0,0.0,0.0,3,1
34403,2013,12,4,10,4,9.0,67.36,1022.0,15.0,13.0,0.0,0.0,3,1
34404,2013,12,4,11,4,8.0,55.41,1022.0,17.0,17.0,0.0,0.0,2,1
34405,2013,12,4,12,4,7.0,51.75,1021.0,17.0,21.0,0.0,0.0,3,1
34406,2013,12,4,13,4,7.0,48.59,1021.0,18.0,25.0,0.0,0.0,3,1
34407,2013,12,4,14,4,6.0,48.31,1021.0,17.0,28.0,0.0,0.0,3,1
34408,2013,12,4,15,4,5.0,45.07,1021.0,17.0,33.0,0.0,0.0,3,1
34409,2013,12,4,16,4,4.0,44.78,1021.0,16.0,37.0,0.0,0.0,3,1
34410,2013,12,4,17,4,5.0,51.2,1022.0,15.0,40.0,0.0,0.0,3,1
34411,2013,12,4,18,4,5.0,54.62,1022.0,14.0,42.0,0.0,0.0,3,1
34412,2013,12,4,19,4,5.0,54.62,1022.0,14.0,1.0,0.0,0.0,4,5
34413,2013,12,4,20,4,4.0,54.35,1023.0,13.0,2.0,0.0,0.0,4,1
34414,2013,12,4,21,4,2.0,47.17,1022.0,13.0,1.0,0.0,0.0,5,5
34415,2013,12,4,22,4,2.0,50.36,1022.0,12.0,2.0,0.0,0.0,5,2
34416,2013,12,4,23,4,3.0,54.08,1022.0,12.0,1.0,0.0,0.0,5,5
34417,2013,12,5,0,4,2.0,57.51,1022.0,10.0,1.0,0.0,0.0,5,5
34418,2013,12,5,1,4,4.0,70.88,1023.0,9.0,1.0,0.0,0.0,5,5
34419,2013,12,5,2,4,4.0,75.84,1022.0,8.0,1.0,0.0,0.0,5,4
34420,2013,12,5,3,4,4.0,75.84,1021.0,8.0,0.0,0.0,0.0,5,5
34421,2013,12,5,4,4,5.0,81.34,1021.0,8.0,0.0,0.0,0.0,5,5
34422,2013,12,5,5,4,4.0,81.2,1021.0,7.0,1.0,0.0,0.0,5,1
34423,2013,12,5,6,4,3.0,75.67,1022.0,7.0,1.0,0.0,0.0,5,4
34424,2013,12,5,7,4,4.0,86.99,1023.0,6.0,3.0,0.0,0.0,5,4
34425,2013,12,5,8,4,6.0,76.18,1023.0,10.0,0.0,0.0,0.0,5,5
34426,2013,12,5,9,4,7.0,71.47,1023.0,12.0,2.0,0.0,0.0,5,2
34427,2013,12,5,10,4,8.0,67.15,1022.0,14.0,3.0,0.0,0.0,5,4
34428,2013,12,5,11,4,10.0,82.01,1022.0,13.0,7.0,0.0,0.0,5,4
34429,2013,12,5,12,4,10.0,76.84,1021.0,14.0,11.0,0.0,0.0,5,4
34430,2013,12,5,13,4,9.0,63.18,1020.0,16.0,12.0,0.0,0.0,5,4
34431,2013,12,5,14,4,9.0,59.29,1019.0,17.0,15.0,0.0,0.0,5,4
34432,2013,12,5,15,4,9.0,63.18,1019.0,16.0,17.0,0.0,0.0,5,4
34434,2013,12,5,17,4,8.0,67.15,1019.0,14.0,21.0,0.0,0.0,6,4
34435,2013,12,5,18,4,8.0,71.66,1019.0,13.0,23.0,0.0,0.0,6,4
34436,2013,12,5,19,4,8.0,81.75,1019.0,11.0,24.0,0.0,0.0,6,4
34437,2013,12,5,20,4,8.0,76.52,1019.0,12.0,1.0,0.0,0.0,6,5
34438,2013,12,5,21,4,7.0,81.61,1019.0,10.0,2.0,0.0,0.0,6,4
34439,2013,12,5,22,4,9.0,87.47,1019.0,11.0,1.0,0.0,0.0,6,2
34440,2013,12,5,23,4,9.0,87.47,1019.0,11.0,1.0,0.0,0.0,6,3
34441,2013,12,6,0,4,8.0,87.38,1019.0,10.0,1.0,0.0,0.0,6,4
34442,2013,12,6,1,4,8.0,87.38,1019.0,10.0,2.0,0.0,0.0,6,4
34443,2013,12,6,2,4,8.0,87.38,1019.0,10.0,0.0,0.0,0.0,6,5
34444,2013,12,6,3,4,7.0,87.28,1019.0,9.0,1.0,0.0,0.0,6,4
34445,2013,12,6,4,4,7.0,87.28,1019.0,9.0,3.0,0.0,0.0,6,4
34446,2013,12,6,5,4,6.0,87.19,1019.0,8.0,4.0,0.0,0.0,6,4
34447,2013,12,6,6,4,6.0,87.19,1020.0,8.0,6.0,0.0,0.0,6,4
34448,2013,12,6,7,4,6.0,81.48,1021.0,9.0,3.0,0.0,0.0,6,3
34449,2013,12,6,8,4,6.0,81.48,1021.0,9.0,6.0,0.0,0.0,6,3
34450,2013,12,6,9,4,6.0,76.18,1022.0,10.0,8.0,0.0,0.0,6,3
34451,2013,12,6,10,4,6.0,71.27,1022.0,11.0,11.0,0.0,0.0,6,3
34455,2013,12,6,14,4,6.0,76.18,1020.0,10.0,27.0,0.0,0.0,6,3
34456,2013,12,6,15,4,6.0,71.27,1020.0,11.0,31.0,0.0,0.0,6,3
34457,2013,12,6,16,4,6.0,71.27,1020.0,11.0,4.0,0.0,0.0,6,1
34458,2013,12,6,17,4,7.0,81.61,1021.0,10.0,3.0,0.0,0.0,6,3
34459,2013,12,6,18,4,7.0,81.61,1021.0,10.0,6.0,0.0,0.0,6,3
34460,2013,12,6,19,4,7.0,81.61,1021.0,10.0,8.0,0.0,0.0,6,3
34461,2013,12,6,20,4,7.0,81.61,1022.0,10.0,10.0,0.0,0.0,6,3
34462,2013,12,6,21,4,6.0,81.48,1022.0,9.0,12.0,0.0,0.0,5,3
34463,2013,12,6,22,4,6.0,87.19,1022.0,8.0,1.0,0.0,0.0,3,5
34464,2013,12,6,23,4,6.0,87.19,1022.0,8.0,2.0,0.0,0.0,5,5
34465,2013,12,7,0,4,6.0,87.19,1022.0,8.0,2.0,0.0,0.0,6,5
34466,2013,12,7,1,4,6.0,93.35,1022.0,7.0,1.0,0.0,0.0,6,4
34467,2013,12,7,2,4,6.0,87.19,1022.0,8.0,0.0,0.0,0.0,6,5
34468,2013,12,7,3,4,6.0,93.35,1022.0,7.0,0.0,0.0,0.0,6,5
34469,2013,12,7,4,4,5.0,87.09,1022.0,7.0,2.0,0.0,0.0,5,1
34470,2013,12,7,5,4,4.0,86.99,1022.0,6.0,4.0,0.0,0.0,5,1
34471,2013,12,7,6,4,4.0,93.24,1022.0,5.0,2.0,0.0,0.0,5,4
34472,2013,12,7,7,4,4.0,93.24,1023.0,5.0,3.0,0.0,0.0,5,4
34473,2013,12,7,8,4,6.0,93.35,1023.0,7.0,0.0,0.0,0.0,5,5
34474,2013,12,7,9,4,7.0,100.0,1024.0,7.0,1.0,0.0,0.0,5,5
34475,2013,12,7,10,4,8.0,93.45,1024.0,9.0,1.0,0.0,0.0,3,5
34476,2013,12,7,11,4,10.0,87.57,1023.0,12.0,2.0,0.0,0.0,3,5
34477,2013,12,7,12,4,7.0,62.71,1022.0,14.0,3.0,0.0,0.0,3,1
34478,2013,12,7,13,4,7.0,58.79,1021.0,15.0,2.0,0.0,0.0,3,2
34479,2013,12,7,14,4,7.0,58.79,1021.0,15.0,5.0,0.0,0.0,3,2
34480,2013,12,7,15,4,7.0,58.79,1021.0,15.0,8.0,0.0,0.0,3,2
34481,2013,12,7,16,4,7.0,62.71,1021.0,14.0,12.0,0.0,0.0,3,2
34482,2013,12,7,17,4,7.0,66.93,1021.0,13.0,16.0,0.0,0.0,4,2
34483,2013,12,7,18,4,7.0,66.93,1021.0,13.0,3.0,0.0,0.0,4,1
34484,2013,12,7,19,4,7.0,71.47,1021.0,12.0,7.0,0.0,0.0,4,1
34485,2013,12,7,20,4,8.0,76.52,1021.0,12.0,11.0,0.0,0.0,4,1
34486,2013,12,7,21,4,8.0,76.52,1021.0,12.0,4.0,0.0,0.0,3,2
34487,2013,12,7,22,4,8.0,76.52,1021.0,12.0,7.0,0.0,0.0,3,2
34488,2013,12,7,23,4,9.0,81.88,1021.0,12.0,10.0,0.0,0.0,3,2
34489,2013,12,8,0,4,9.0,81.88,1021.0,12.0,14.0,0.0,0.0,3,2
34490,2013,12,8,1,4,9.0,87.47,1020.0,11.0,17.0,0.0,0.0,3,2
34491,2013,12,8,2,4,9.0,87.47,1020.0,11.0,19.0,0.0,0.0,3,2
34492,2013,12,8,3,4,8.0,93.45,1020.0,9.0,20.0,0.0,0.0,3,2
34493,2013,12,8,4,4,7.0,93.4,1020.0,8.0,0.0,0.0,0.0,4,5
34494,2013,12,8,5,4,7.0,93.4,1020.0,8.0,0.0,0.0,0.0,4,5
34495,2013,12,8,6,4,8.0,93.45,1020.0,9.0,2.0,0.0,0.0,4,2
34496,2013,12,8,7,4,10.0,93.55,1020.0,11.0,4.0,0.0,0.0,3,2
34497,2013,12,8,8,4,10.0,93.55,1021.0,11.0,6.0,0.0,0.0,3,2
34498,2013,12,8,9,4,11.0,93.6,1021.0,12.0,9.0,0.0,0.0,4,2
34499,2013,12,8,10,4,12.0,87.75,1020.0,14.0,14.0,0.0,0.0,5,2
34500,2013,12,8,11,4,11.0,67.78,1019.0,17.0,20.0,0.0,0.0,5,2
34501,2013,12,8,12,4,9.0,52.3,1018.0,19.0,6.0,0.0,0.0,4,4
34502,2013,12,8,13,4,7.0,45.65,1017.0,19.0,12.0,0.0,0.0,3,4
34503,2013,12,8,14,4,6.0,42.61,1017.0,19.0,17.0,0.0,0.0,3,4
34504,2013,12,8,15,4,7.0,45.65,1016.0,19.0,4.0,0.0,0.0,3,2
34505,2013,12,8,16,4,7.0,48.59,1016.0,18.0,3.0,0.0,0.0,4,4
34506,2013,12,8,17,4,9.0,63.18,1016.0,16.0,3.0,0.0,0.0,4,2
34507,2013,12,8,18,4,9.0,67.36,1017.0,15.0,5.0,0.0,0.0,5,2
34509,2013,12,8,20,4,12.0,82.27,1016.0,15.0,12.0,0.0,0.0,3,2
34510,2013,12,8,21,4,12.0,87.75,1016.0,14.0,16.0,0.0,0.0,3,2
34511,2013,12,8,22,4,12.0,87.75,1016.0,14.0,19.0,0.0,0.0,3,2
34512,2013,12,8,23,4,12.0,93.65,1016.0,13.0,20.0,0.0,0.0,3,2
34513,2013,12,9,0,4,11.0,87.66,1015.0,13.0,0.0,0.0,0.0,3,5
34514,2013,12,9,1,4,9.0,87.47,1015.0,11.0,0.0,0.0,0.0,3,5
34515,2013,12,9,2,4,8.0,87.38,1014.0,10.0,1.0,0.0,0.0,3,3
34516,2013,12,9,3,4,9.0,87.47,1014.0,11.0,1.0,0.0,0.0,3,5
34517,2013,12,9,4,4,9.0,93.5,1014.0,10.0,1.0,0.0,0.0,4,4
34518,2013,12,9,5,4,10.0,93.55,1014.0,11.0,3.0,0.0,0.0,5,3
34519,2013,12,9,6,4,9.0,93.5,1015.0,10.0,8.0,0.0,0.0,6,3
34520,2013,12,9,7,4,8.0,93.45,1017.0,9.0,16.0,0.0,0.0,6,3
34521,2013,12,9,8,4,6.0,81.48,1018.0,9.0,25.0,0.0,0.0,5,3
34522,2013,12,9,9,4,4.0,70.88,1019.0,9.0,34.0,0.0,0.0,6,3
34523,2013,12,9,10,4,4.0,70.88,1019.0,9.0,40.0,0.0,0.0,6,3
34524,2013,12,9,11,4,4.0,70.88,1019.0,9.0,48.0,0.0,0.0,6,3
34525,2013,12,9,12,4,5.0,71.07,1018.0,10.0,55.0,0.0,0.0,6,3
34526,2013,12,9,13,4,5.0,76.01,1018.0,9.0,65.0,0.0,0.0,6,3
34527,2013,12,9,14,4,3.0,66.05,1018.0,9.0,74.0,0.0,0.0,5,3
34528,2013,12,9,15,4,0.0,53.26,1019.0,9.0,84.0,0.0,0.0,4,3
34529,2013,12,9,16,4,0.0,53.26,1020.0,9.0,90.0,0.0,0.0,4,3
34530,2013,12,9,17,4,-1.0,49.51,1020.0,9.0,96.0,0.0,0.0,4,3
34531,2013,12,9,18,4,0.0,56.99,1021.0,8.0,101.0,0.0,0.0,4,3
34532,2013,12,9,19,4,-1.0,52.98,1021.0,8.0,106.0,0.0,0.0,4,3
34533,2013,12,9,20,4,-3.0,45.7,1022.0,8.0,112.0,0.0,0.0,4,3
34534,2013,12,9,21,4,-4.0,45.4,1022.0,7.0,118.0,0.0,0.0,3,3
34535,2013,12,9,22,4,-3.0,52.41,1022.0,6.0,123.0,0.0,0.0,3,3
34536,2013,12,9,23,4,-3.0,56.18,1022.0,5.0,128.0,0.0,0.0,3,3
34537,2013,12,10,0,4,-4.0,52.13,1022.0,5.0,133.0,0.0,0.0,2,3
34538,2013,12,10,1,4,-4.0,55.91,1022.0,4.0,138.0,0.0,0.0,2,3
34539,2013,12,10,2,4,-4.0,55.91,1022.0,4.0,143.0,0.0,0.0,2,3
34540,2013,12,10,3,4,-4.0,55.91,1022.0,4.0,147.0,0.0,0.0,2,3
34541,2013,12,10,4,4,-5.0,55.63,1022.0,3.0,151.0,0.0,0.0,2,3
34542,2013,12,10,5,4,-5.0,55.63,1022.0,3.0,154.0,0.0,0.0,2,3
34543,2013,12,10,6,4,-5.0,59.74,1022.0,2.0,158.0,0.0,0.0,3,3
34557,2013,12,10,20,4,-6.0,44.8,1020.0,5.0,2.0,0.0,0.0,3,4
34558,2013,12,10,21,4,-5.0,48.34,1021.0,5.0,3.0,0.0,0.0,4,3
34559,2013,12,10,22,4,-5.0,48.34,1021.0,5.0,6.0,0.0,0.0,4,3
34560,2013,12,10,23,4,-4.0,52.13,1021.0,5.0,8.0,0.0,0.0,4,3
34561,2013,12,11,0,4,-4.0,55.91,1021.0,4.0,2.0,0.0,0.0,4,4
34562,2013,12,11,1,4,-4.0,55.91,1021.0,4.0,2.0,0.0,0.0,4,3
34563,2013,12,11,2,4,-3.0,60.25,1021.0,4.0,6.0,0.0,0.0,4,3
34564,2013,12,11,3,4,-4.0,52.13,1022.0,5.0,10.0,0.0,0.0,4,3
34565,2013,12,11,4,4,-3.0,60.25,1022.0,4.0,13.0,0.0,0.0,4,3
34566,2013,12,11,5,4,-2.0,69.64,1022.0,3.0,16.0,0.0,0.0,4,3
34567,2013,12,11,6,4,-3.0,60.25,1022.0,4.0,20.0,0.0,0.0,4,3
34568,2013,12,11,7,4,-4.0,55.91,1023.0,4.0,24.0,0.0,0.0,4,3
34569,2013,12,11,8,4,-4.0,52.13,1024.0,5.0,29.0,0.0,0.0,4,3
34570,2013,12,11,9,4,-4.0,45.4,1024.0,7.0,35.0,0.0,0.0,4,3
34571,2013,12,11,10,4,-5.0,39.32,1024.0,8.0,41.0,0.0,0.0,4,3
34575,2013,12,11,14,4,-11.0,21.54,1022.0,10.0,68.0,0.0,0.0,2,3
34576,2013,12,11,15,4,-14.0,16.9,1022.0,10.0,74.0,0.0,0.0,2,3
34577,2013,12,11,16,4,-14.0,18.07,1023.0,9.0,81.0,0.0,0.0,3,3
34578,2013,12,11,17,4,-14.0,19.34,1023.0,8.0,86.0,0.0,0.0,2,3
34579,2013,12,11,18,4,-13.0,22.46,1023.0,7.0,90.0,0.0,0.0,2,3
34580,2013,12,11,19,4,-13.0,22.46,1024.0,7.0,93.0,0.0,0.0,3,3
34581,2013,12,11,20,4,-12.0,26.09,1024.0,6.0,96.0,0.0,0.0,3,3
34582,2013,12,11,21,4,-12.0,27.97,1024.0,5.0,2.0,0.0,0.0,2,1
34583,2013,12,11,22,4,-12.0,30.0,1024.0,4.0,0.0,0.0,0.0,2,5
34584,2013,12,11,23,4,-11.0,32.5,1024.0,4.0,1.0,0.0,0.0,2,3
34585,2013,12,12,0,4,-10.0,35.19,1024.0,4.0,1.0,0.0,0.0,3,5
34586,2013,12,12,1,4,-8.0,47.44,1023.0,2.0,1.0,0.0,0.0,2,1
34587,2013,12,12,2,4,-8.0,47.44,1023.0,2.0,2.0,0.0,0.0,2,1
34588,2013,12,12,3,4,-6.0,59.48,1023.0,1.0,1.0,0.0,0.0,2,4
34589,2013,12,12,4,4,-7.0,51.27,1023.0,2.0,0.0,0.0,0.0,2,5
34590,2013,12,12,5,4,-5.0,64.18,1023.0,1.0,2.0,0.0,0.0,2,2
34591,2013,12,12,6,4,-6.0,59.48,1023.0,1.0,2.0,0.0,0.0,2,4
34592,2013,12,12,7,4,-6.0,59.48,1023.0,1.0,4.0,0.0,0.0,2,4
34593,2013,12,12,8,4,-4.0,60.0,1023.0,3.0,5.0,0.0,0.0,2,4
34594,2013,12,12,9,4,-7.0,36.13,1023.0,7.0,3.0,0.0,0.0,2,2
34595,2013,12,12,10,4,-12.0,21.26,1023.0,9.0,7.0,0.0,0.0,2,2
34596,2013,12,12,11,4,-8.0,27.29,1022.0,10.0,5.0,0.0,0.0,2,4
34597,2013,12,12,12,4,-7.0,25.82,1021.0,12.0,10.0,0.0,0.0,2,4
34599,2013,12,12,14,4,-5.0,30.09,1019.0,12.0,20.0,0.0,0.0,3,4
34600,2013,12,12,15,4,-5.0,30.09,1019.0,12.0,24.0,0.0,0.0,3,4
34601,2013,12,12,16,4,-4.0,34.66,1019.0,11.0,27.0,0.0,0.0,3,4
34602,2013,12,12,17,4,-3.0,42.71,1019.0,9.0,30.0,0.0,0.0,3,4
34603,2013,12,12,18,4,-3.0,42.71,1020.0,9.0,2.0,0.0,0.0,4,2
34605,2013,12,12,20,4,-1.0,52.98,1021.0,8.0,0.0,0.0,0.0,4,5
34606,2013,12,12,21,4,0.0,61.01,1021.0,7.0,2.0,0.0,0.0,5,4
34607,2013,12,12,22,4,0.0,61.01,1022.0,7.0,3.0,0.0,0.0,4,4
34608,2013,12,12,23,4,0.0,65.36,1022.0,6.0,0.0,0.0,0.0,4,5
34609,2013,12,13,0,4,-1.0,60.76,1022.0,6.0,2.0,0.0,0.0,4,1
34610,2013,12,13,1,4,0.0,70.06,1022.0,5.0,1.0,0.0,0.0,4,4
34611,2013,12,13,2,4,0.0,75.14,1022.0,4.0,2.0,0.0,0.0,4,4
34612,2013,12,13,3,4,1.0,80.78,1022.0,4.0,0.0,0.0,0.0,4,5
34613,2013,12,13,4,4,-1.0,74.96,1022.0,3.0,0.0,0.0,0.0,5,5
34614,2013,12,13,5,4,-2.0,74.78,1023.0,2.0,2.0,0.0,0.0,5,1
34615,2013,12,13,6,4,-1.0,74.96,1024.0,3.0,1.0,0.0,0.0,5,3
34616,2013,12,13,7,4,-1.0,80.49,1025.0,2.0,3.0,0.0,0.0,5,1
34617,2013,12,13,8,4,1.0,75.32,1025.0,5.0,5.0,0.0,0.0,4,1
34618,2013,12,13,9,4,3.0,66.05,1026.0,9.0,7.0,0.0,0.0,3,1
34619,2013,12,13,10,4,-1.0,43.31,1026.0,11.0,12.0,0.0,0.0,3,1
34620,2013,12,13,11,4,0.0,43.6,1026.0,12.0,17.0,0.0,0.0,3,1
34621,2013,12,13,12,4,0.0,43.6,1025.0,12.0,21.0,0.0,0.0,3,1
34622,2013,12,13,13,4,0.0,40.84,1025.0,13.0,25.0,0.0,0.0,3,1
34623,2013,12,13,14,4,0.0,40.84,1025.0,13.0,29.0,0.0,0.0,2,1
34624,2013,12,13,15,4,0.0,43.6,1025.0,12.0,33.0,0.0,0.0,2,1
34625,2013,12,13,16,4,1.0,50.08,1025.0,11.0,38.0,0.0,0.0,2,1
34626,2013,12,13,17,4,1.0,53.53,1025.0,10.0,42.0,0.0,0.0,1,1
34627,2013,12,13,18,4,1.0,57.25,1026.0,9.0,45.0,0.0,0.0,2,1
34628,2013,12,13,19,4,0.0,56.99,1027.0,8.0,48.0,0.0,0.0,1,1
34629,2013,12,13,20,4,0.0,56.99,1027.0,8.0,51.0,0.0,0.0,1,1
34630,2013,12,13,21,4,0.0,61.01,1027.0,7.0,53.0,0.0,0.0,1,1
34631,2013,12,13,22,4,1.0,61.26,1027.0,8.0,56.0,0.0,0.0,2,1
34632,2013,12,13,23,4,1.0,65.59,1027.0,7.0,59.0,0.0,0.0,1,1
34633,2013,12,14,0,4,1.0,65.59,1027.0,7.0,62.0,0.0,0.0,2,1
34634,2013,12,14,1,4,1.0,65.59,1027.0,7.0,64.0,0.0,0.0,2,1
34635,2013,12,14,2,4,1.0,70.27,1027.0,6.0,66.0,0.0,0.0,2,1
34636,2013,12,14,3,4,0.0,70.06,1027.0,5.0,68.0,0.0,0.0,1,1
34637,2013,12,14,4,4,0.0,75.14,1027.0,4.0,69.0,0.0,0.0,2,1
34638,2013,12,14,5,4,1.0,80.78,1027.0,4.0,70.0,0.0,0.0,2,1
34639,2013,12,14,6,4,1.0,80.78,1027.0,4.0,1.0,0.0,0.0,2,5
34640,2013,12,14,7,4,1.0,80.78,1028.0,4.0,1.0,0.0,0.0,2,1
34641,2013,12,14,8,4,3.0,75.67,1028.0,7.0,3.0,0.0,0.0,2,1
34642,2013,12,14,9,4,3.0,61.76,1029.0,10.0,6.0,0.0,0.0,2,1
34643,2013,12,14,10,4,2.0,53.81,1029.0,11.0,5.0,0.0,0.0,2,2
34644,2013,12,14,11,4,3.0,54.08,1028.0,12.0,9.0,0.0,0.0,2,2
34645,2013,12,14,12,4,3.0,50.65,1028.0,13.0,12.0,0.0,0.0,2,2
34646,2013,12,14,13,4,3.0,50.65,1027.0,13.0,15.0,0.0,0.0,2,2
34647,2013,12,14,14,4,3.0,47.46,1026.0,14.0,2.0,0.0,0.0,2,1
34648,2013,12,14,15,4,3.0,50.65,1027.0,13.0,3.0,0.0,0.0,2,2
