year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,Iws,precipitation,Iprec,Air Quality,cbwd_new
2013,5,20,14,1,13,35.35,1004,30,7,0,0,4,3
2013,5,20,15,1,14,37.73,1004,30,3,0,0,4,4
2013,5,20,16,1,15,45.16,1004,28,8,0,0,3,4
2013,5,20,17,1,15,47.88,1004,27,12,0,0,3,4
2013,5,20,18,1,15,50.78,1004,26,15,0,0,3,4
2013,5,20,19,1,15,53.88,1004,25,18,0,0,4,4
2013,5,20,20,1,16,60.98,1005,24,21,0,0,4,4
2013,5,20,21,1,16,60.98,1005,24,2,0,0,4,2
2013,5,20,22,1,16,64.76,1005,23,4,0,0,3,2
2013,5,20,23,1,16,64.76,1005,23,6,0,0,3,2
2013,5,21,0,1,16,68.81,1005,22,8,0,0,3,2
2013,5,21,1,1,16,73.14,1005,21,9,0,0,3,2
2013,5,21,2,1,16,77.79,1005,20,1,0,0,3,4
2013,5,21,3,1,17,82.89,1005,20,2,0,0,4,2
2013,5,21,4,1,17,88.2,1005,19,3,0,0,3,2
2013,5,21,5,1,17,88.2,1005,19,5,0,0,3,2
2013,5,21,6,1,18,88.28,1006,20,7,0,0,3,2
2013,5,21,7,1,18,69.2,1006,24,2,0,0,3,4
2013,5,21,8,1,17,54.39,1006,27,3,0,0,3,4
2013,5,21,9,1,13,37.44,1006,29,2,0,0,3,2
2013,5,21,10,1,11,29.27,1006,31,5,0,0,3,2
2013,5,21,11,1,11,29.27,1006,31,8,0,0,2,2
2013,5,21,12,1,8,22.61,1005,32,12,0,0,2,2
2013,5,21,13,1,8,22.61,1005,32,16,0,0,2,2
2013,5,21,14,1,9,25.6,1005,31,5,0,0,2,4
2013,5,21,15,1,7,22.35,1005,31,6,0,0,1,2
2013,5,21,16,1,6,22.09,1005,30,12,0,0,2,2
2013,5,21,17,1,10,30.71,1005,29,17,0,0,2,2
2013,5,21,18,1,11,36.87,1005,27,22,0,0,2,2
2013,5,21,19,1,14,50.51,1005,25,28,0,0,2,2
2013,5,21,20,1,16,60.98,1006,24,33,0,0,3,2
2013,5,21,21,1,16,64.76,1007,23,37,0,0,3,2
2013,5,21,22,1,17,69.01,1007,23,41,0,0,3,2
2013,5,21,23,1,18,78.09,1007,22,46,0,0,3,2
2013,5,22,0,1,18,78.09,1007,22,51,0,0,3,2
2013,5,22,1,1,18,78.09,1006,22,56,0,0,3,2
2013,5,22,2,1,18,83.01,1006,21,60,0,0,3,2
2013,5,22,3,1,18,83.01,1006,21,63,0,0,3,2
2013,5,22,4,1,19,88.37,1006,21,66,0,0,3,2
2013,5,22,5,1,19,88.37,1007,21,69,0,0,3,2
2013,5,22,6,1,19,88.37,1007,21,72,0,0,3,2
2013,5,22,7,1,20,83.25,1007,23,75,0,0,2,2
2013,5,22,8,1,20,73.84,1007,25,79,0,0,2,2
2013,5,22,9,1,20,65.62,1007,27,84,0,0,2,2
2013,5,22,10,1,20,61.9,1007,28,90,0,0,1,2
2013,5,22,11,1,20,61.9,1007,28,94,0,0,1,2
2013,5,22,12,1,20,61.9,1007,28,99,0,0,1,2
2013,5,22,13,1,20,61.9,1007,28,104,0,0,1,2
2013,5,22,14,1,20,61.9,1007,28,109,0,0,1,2
2013,5,22,15,1,20,61.9,1007,28,115,0,0,1,2
2013,5,22,16,1,20,65.62,1007,27,6,0,0,1,1
2013,5,22,17,1,20,69.6,1007,26,7,0,0,1,2
2013,5,22,18,1,19,69.4,1008,25,13,0,0,1,2
2013,5,22,19,1,20,73.84,1009,25,18,0,0,1,2
2013,5,22,20,1,19,73.67,1009,24,24,0,0,1,2
2013,5,22,21,1,20,83.25,1009,23,29,0,0,2,2
2013,5,22,22,1,19,78.24,1010,23,34,0,0,1,2
2013,5,22,23,1,19,78.24,1010,23,38,0,0,1,2
2013,5,23,0,1,19,78.24,1009,23,42,0,0,1,2
2013,5,23,1,1,19,78.24,1009,23,2,0,0,1,1
2013,5,23,2,1,20,83.25,1009,23,5,0,0,1,1
2013,5,23,3,1,20,88.45,1009,22,8,0,0,1,1
2013,5,23,4,1,20,88.45,1009,22,11,0,0,1,1
2013,5,23,5,1,20,88.45,1010,22,15,0,0,1,1
2013,5,23,6,1,20,88.45,1010,22,19,0,0,1,1
2013,5,23,7,1,20,88.45,1010,22,24,0,0,1,1
2013,5,23,8,1,20,88.45,1011,22,29,0,0,1,1
2013,5,23,9,1,19,83.13,1012,22,34,0.9,0.9,1,1
2013,5,23,10,1,20,83.25,1012,23,39,0.2,1.1,1,1
2013,5,23,11,1,20,83.25,1012,23,44,0,0,1,1
2013,5,23,12,1,20,83.25,1012,23,49,0,0,2,1
2013,5,23,13,1,20,83.25,1011,23,54,0,0,2,1
2013,5,23,14,1,20,83.25,1011,23,5,0,0,2,2
2013,5,23,15,1,20,78.39,1010,24,3,0,0,2,1
2013,5,23,16,1,21,83.37,1010,24,4,0,0,2,2
2013,5,23,17,1,20,78.39,1010,24,10,0,0,2,2
2013,5,23,18,1,21,88.54,1010,23,14,0,0,2,2
2013,5,23,19,1,20,83.25,1010,23,21,0,0,1,2
2013,5,23,20,1,20,83.25,1010,23,26,0,0,2,2
2013,5,23,21,1,20,83.25,1012,23,31,0,0,2,2
2013,5,23,22,1,20,83.25,1012,23,35,0,0,2,2
2013,5,23,23,1,19,83.13,1012,22,40,0,0,2,2
2013,5,24,0,1,20,88.45,1012,22,44,0,0,3,2
2013,5,24,1,1,20,88.45,1011,22,48,0,0,3,2
2013,5,24,2,1,19,88.37,1011,21,51,0,0,2,2
2013,5,24,3,1,19,88.37,1011,21,55,0,0,3,2
2013,5,24,4,1,19,88.37,1011,21,58,0,0,2,2
2013,5,24,5,1,19,88.37,1011,21,62,0,0,2,2
2013,5,24,6,1,20,88.45,1011,22,66,0,0,2,2
2013,5,24,7,1,20,83.25,1012,23,70,0,0,2,2
2013,5,24,8,1,20,78.39,1012,24,75,0,0,2,2
2013,5,24,9,1,20,73.84,1012,25,81,0,0,2,2
2013,5,24,10,1,21,74.02,1013,26,87,0,0,2,2
2013,5,24,11,1,20,61.9,1012,28,93,0,0,2,2
2013,5,24,12,1,19,54.9,1012,29,99,0,0,1,2
2013,5,24,13,1,19,51.83,1011,30,106,0,0,1,2
2013,5,24,14,1,19,54.9,1010,29,113,0,0,1,2
2013,5,24,15,1,19,51.83,1010,30,120,0,0,1,2
2013,5,24,16,1,19,54.9,1010,29,128,0,0,1,2
2013,5,24,17,1,19,58.17,1009,28,134,0,0,1,2
2013,5,24,18,1,19,65.41,1010,26,141,0,0,2,2
2013,5,24,19,1,19,69.4,1010,25,147,0,0,2,2
2013,5,24,20,1,19,73.67,1011,24,154,0,0,2,2
2013,5,27,8,1,22,94.12,1001,23,5,0.7,9.2,1,4
2013,5,27,9,1,22,88.62,1000,24,6,0,0,1,2
2013,5,27,10,1,22,83.48,1001,25,7,0,0,2,4
2013,5,27,11,1,22,83.48,1001,25,13,0,0,2,4
2013,5,27,12,1,21,88.54,1001,23,5,0.4,0.4,1,3
2013,5,27,13,1,22,94.12,1001,23,9,0.1,0.5,1,3
2013,5,27,14,1,22,94.12,1001,23,4,0,0,1,4
2013,5,27,15,1,22,88.62,1000,24,3,0,0,1,3
2013,5,27,16,1,22,83.48,1000,25,4,0,0,1,4
2013,5,27,17,1,20,73.84,1000,25,7,0,0,1,4
2013,5,27,18,1,18,69.2,1001,24,6,0,0,2,3
2013,5,27,19,1,18,73.5,1002,23,9,0,0,1,3
2013,5,27,20,1,18,73.5,1003,23,13,0,0,1,3
2013,5,27,21,1,18,73.5,1004,23,17,0,0,1,3
2013,5,27,22,1,17,73.32,1004,22,22,0,0,2,3
2013,5,27,23,1,17,73.32,1005,22,27,0,0,2,3
2013,5,28,0,1,17,73.32,1004,22,31,0,0,2,3
2013,5,28,1,1,17,77.94,1004,21,35,0,0,1,3
2013,5,28,2,1,17,77.94,1004,21,39,0,0,1,3
2013,5,28,3,1,17,77.94,1004,21,43,0,0,2,3
2013,5,28,4,1,17,77.94,1004,21,47,0,0,2,3
2013,5,28,5,1,17,77.94,1005,21,49,0,0,2,3
2013,5,28,6,1,17,77.94,1006,21,53,0,0,2,3
2013,5,28,7,1,17,77.94,1007,21,5,0,0,1,4
2013,5,28,8,1,17,73.32,1007,22,10,0,0,2,4
2013,5,28,9,1,18,69.2,1007,24,16,0,0,2,4
2013,5,28,10,1,18,69.2,1007,24,22,0,0,2,4
2013,5,28,11,1,17,61.21,1007,25,6,0.1,0.1,2,3
2013,5,28,12,1,18,61.44,1007,26,6,0,0,2,4
2013,5,28,13,1,18,54.65,1007,28,12,0,0,2,4
2013,5,28,14,1,17,51.31,1006,28,5,0,0,2,3
2013,5,28,15,1,17,48.42,1006,29,10,0,0,2,3
2013,5,28,16,1,17,48.42,1006,29,16,0,0,2,3
2013,5,28,17,1,17,48.42,1006,29,22,0,0,2,3
2013,5,28,18,1,18,54.65,1007,28,26,0,0,2,3
2013,5,28,19,1,18,57.93,1008,27,3,0,0,2,5
2013,5,28,20,1,18,61.44,1009,26,3,0,0,3,1
2013,5,28,21,1,18,61.44,1009,26,5,0,0,4,1
2013,5,28,22,1,19,69.4,1009,25,10,0,0,3,1
2013,5,28,23,1,19,78.24,1009,23,4,0,0,3,2
2013,5,29,0,1,19,83.13,1009,22,7,0,0,2,2
2013,5,29,1,1,19,83.13,1009,22,2,0,0,3,1
2013,5,29,2,1,19,83.13,1009,22,1,0,0,2,2
2013,5,29,3,1,19,88.37,1009,21,3,0,0,3,2
2013,5,29,4,1,19,83.13,1009,22,1,0,0,3,1
2013,5,29,5,1,19,88.37,1009,21,2,0,0,3,1
2013,5,29,6,1,20,88.45,1010,22,5,0,0,3,1
2013,5,29,7,1,21,83.37,1010,24,1,0,0,4,5
2013,5,29,8,1,21,69.79,1010,27,2,0,0,3,5
2013,5,29,9,1,20,58.42,1010,29,2,0,0,3,1
2013,5,29,10,1,19,51.83,1010,30,3,0,0,3,3
2013,5,29,11,1,19,48.96,1010,31,2,0,0,3,1
2013,5,29,12,1,19,48.96,1010,31,2,0,0,3,3
2013,5,29,13,1,19,48.96,1010,31,7,0,0,3,3
2013,5,29,14,1,20,52.09,1009,31,7,0,0,3,1
2013,5,29,15,1,19,48.96,1009,31,13,0,0,3,1
2013,5,29,16,1,20,61.9,1009,28,20,0,0,3,1
2013,5,29,17,1,19,61.67,1010,27,27,0,0,3,1
2013,5,29,18,1,19,69.4,1011,25,34,0,0,3,1
2013,5,29,19,1,17,64.98,1012,24,42,0,0,3,1
2013,5,29,20,1,17,69.01,1013,23,47,0,0,3,1
2013,5,29,21,1,17,69.01,1013,23,51,0,0,3,1
2013,5,29,22,1,17,73.32,1013,22,55,0,0,3,1
2013,5,29,23,1,17,73.32,1013,22,57,0,0,2,1
2013,5,30,0,1,17,73.32,1013,22,60,0,0,2,1
2013,5,30,1,1,17,73.32,1013,22,65,0,0,2,1
2013,5,30,2,1,17,77.94,1013,21,69,0,0,3,1
2013,5,30,3,1,17,77.94,1013,21,72,0,0,2,1
2013,5,30,4,1,17,77.94,1012,21,78,0.2,0.2,2,1
2013,5,30,5,1,15,77.64,1013,19,83,0,0,1,1
2013,5,30,6,1,15,77.64,1014,19,89,0,0,1,1
2013,5,30,7,1,14,72.78,1014,19,96,0,0,1,1
2013,5,30,8,1,14,77.48,1014,18,103,0.2,0.2,1,1
2013,5,30,9,1,14,77.48,1015,18,108,0.8,1,1,1
2013,5,30,10,1,14,82.52,1015,17,113,0.5,1.5,1,1
2013,5,30,11,1,14,87.93,1015,16,118,1.8,3.3,1,1
2013,5,30,12,1,15,93.8,1014,16,122,1.1,4.4,1,1
2013,5,30,13,1,15,88.02,1013,17,126,0.6,5,1,1
2013,5,30,14,1,15,88.02,1013,17,128,0.3,5.3,1,1
2013,5,30,15,1,16,88.11,1012,18,131,0.1,5.4,1,1
2013,5,30,16,1,16,88.11,1012,18,134,0,0,1,1
2013,5,30,17,1,16,88.11,1012,18,137,0,0,1,1
2013,5,30,18,1,16,82.77,1012,19,139,0,0,1,1
2013,5,30,19,1,16,82.77,1012,19,142,0,0,1,1
2013,5,30,20,1,16,82.77,1012,19,144,0.1,0.1,1,1
2013,5,30,21,1,17,88.2,1012,19,146,0,0,2,1
2013,5,30,22,1,17,88.2,1012,19,148,0,0,2,1
2013,5,30,23,1,16,82.77,1012,19,3,0,0,2,2
2013,5,31,0,1,17,88.2,1011,19,3,0.3,0.3,2,1
2013,5,31,1,1,17,88.2,1011,19,2,0.3,0.6,2,2
2013,5,31,2,1,17,88.2,1010,19,4,0,0,1,2
2013,5,31,3,1,17,88.2,1010,19,6,0,0,1,2
2013,5,31,4,1,17,88.2,1010,19,2,0,0,2,1
2013,5,31,5,1,18,93.94,1010,19,2,0.3,0.3,1,2
2013,5,31,6,1,18,93.94,1010,19,5,0.1,0.4,1,2
2013,5,31,7,1,18,93.94,1010,19,8,0,0,1,2
2013,5,31,8,1,18,93.94,1010,19,11,0.1,0.1,1,2
2013,5,31,9,1,19,93.98,1010,20,13,0.1,0.2,1,2
2013,5,31,10,1,19,93.98,1010,20,16,0.1,0.3,1,2
2013,5,31,13,1,19,88.37,1009,21,27,0.6,0.7,1,2
2013,5,31,14,1,19,88.37,1009,21,30,0,0,1,2
2013,5,31,15,1,19,88.37,1008,21,33,0.1,0.1,1,2
2013,5,31,16,1,19,88.37,1008,21,37,0,0,1,2
2013,5,31,17,1,19,88.37,1007,21,40,0,0,1,2
2013,5,31,18,1,19,88.37,1007,21,43,0,0,2,2
2013,5,31,19,1,19,88.37,1007,21,46,0,0,2,2
2013,5,31,20,1,19,88.37,1008,21,48,0,0,3,2
2013,5,31,21,1,20,94.03,1008,21,50,0,0,3,2
2013,5,31,22,1,20,94.03,1007,21,53,0,0,3,2
2013,5,31,23,1,20,94.03,1007,21,55,0,0,2,2
2013,6,1,0,2,20,94.03,1006,21,57,0,0,2,2
2013,6,1,1,2,20,94.03,1005,21,60,0,0,2,2
2013,6,1,2,2,20,94.03,1005,21,61,0.1,0.1,2,2
2013,6,1,3,2,20,94.03,1005,21,1,1.5,1.6,2,1
2013,6,1,4,2,20,94.03,1005,21,4,0.1,1.7,3,1
2013,6,1,5,2,20,94.03,1005,21,6,0,0,3,1
2013,6,1,6,2,20,94.03,1006,21,8,0,0,2,1
2013,6,1,7,2,20,94.03,1006,21,9,0,0,3,1
2013,6,1,8,2,20,94.03,1006,21,13,0,0,3,1
2013,6,1,9,2,19,93.98,1007,20,18,0,0,2,1
2013,6,1,10,2,17,77.94,1007,21,22,0,0,2,1
2013,6,1,11,2,17,73.32,1007,22,25,0,0,2,1
2013,6,1,12,2,17,73.32,1006,22,28,0,0,2,1
2013,6,1,13,2,17,69.01,1006,23,30,0,0,3,1
2013,6,1,14,2,16,64.76,1005,23,34,0,0,3,1
2013,6,1,15,2,18,78.09,1005,22,38,0,0,4,1
2013,6,1,16,2,18,78.09,1005,22,42,0.3,0.3,4,1
2013,6,1,17,2,18,83.01,1006,21,2,0.4,0.7,4,3
2013,6,1,18,2,18,88.28,1006,20,1,0.2,0.9,4,5
2013,6,1,19,2,18,88.28,1006,20,2,0,0,4,5
2013,6,1,20,2,18,88.28,1006,20,2,0,0,2,5
2013,6,1,21,2,19,88.37,1007,21,2,0,0,2,1
2013,6,1,22,2,17,82.89,1007,20,6,0,0,2,1
2013,6,1,23,2,17,82.89,1007,20,9,0,0,2,1
2013,6,2,0,2,17,88.2,1007,19,13,0,0,1,1
2013,6,2,1,2,17,88.2,1007,19,15,0,0,1,1
2013,6,2,2,2,16,82.77,1007,19,19,0,0,1,1
2013,6,2,3,2,16,82.77,1007,19,21,0,0,1,1
2013,6,2,4,2,17,88.2,1007,19,25,0,0,1,1
2013,6,2,5,2,17,88.2,1008,19,29,0,0,1,1
2013,6,2,6,2,16,82.77,1008,19,33,0,0,1,1
2013,6,2,7,2,16,82.77,1008,19,38,0,0,1,1
2013,6,2,8,2,16,82.77,1009,19,42,0,0,1,1
2013,6,2,9,2,16,77.79,1009,20,45,0,0,1,1
2013,6,2,10,2,15,72.96,1009,20,2,0,0,1,2
2013,6,2,11,2,13,60.27,1009,21,3,0,0,1,1
2013,6,2,12,2,14,60.51,1008,22,6,0,0,1,1
2013,6,2,13,2,13,56.69,1008,22,8,0,0,2,1
2013,6,2,14,2,11,44.04,1008,24,11,0,0,2,1
2013,6,2,15,2,12,47.05,1008,24,14,0,0,2,1
2013,6,2,16,2,11,46.78,1007,23,16,0,0,2,1
2013,6,2,17,2,11,44.04,1007,24,2,0,0,2,5
2013,6,2,18,2,11,46.78,1007,23,2,0,0,2,2
2013,6,2,19,2,12,49.97,1008,23,4,0,0,2,2
2013,6,2,20,2,13,56.69,1009,22,6,0,0,3,2
2013,6,2,21,2,13,60.27,1009,21,8,0,0,2,2
2013,6,2,22,2,16,77.79,1009,20,11,0,0,2,2
2013,6,2,23,2,16,77.79,1009,20,2,0,0,2,1
2013,6,3,0,2,16,82.77,1009,19,4,0,0,2,1
2013,6,3,1,2,16,82.77,1009,19,2,0,0,2,2
2013,6,3,2,2,15,82.65,1009,18,3,0,0,2,2
2013,6,3,3,2,15,88.02,1009,17,0,0,0,2,5
2013,6,3,4,2,15,88.02,1009,17,1,0,0,2,2
2013,6,3,5,2,15,88.02,1009,17,0,0,0,2,5
2013,6,3,6,2,17,88.2,1010,19,0,0,0,2,5
2013,6,3,7,2,17,82.89,1011,20,3,0,0,2,2
2013,6,3,8,2,16,68.81,1011,22,5,0,0,2,2
2013,6,3,9,2,16,57.44,1012,25,1,0,0,1,5
2013,6,3,10,2,14,50.51,1011,25,2,0,0,2,2
2013,6,3,11,2,13,42.06,1011,27,2,0,0,2,1
2013,6,3,12,2,14,44.89,1010,27,3,0,0,2,2
2013,6,3,13,2,11,32.82,1010,29,3,0,0,2,4
2013,6,3,14,2,13,37.44,1010,29,4,0,0,2,2
2013,6,3,15,2,12,35.06,1009,29,8,0,0,2,2
2013,6,3,16,2,16,48.15,1009,28,13,0,0,3,2
2013,6,3,17,2,16,51.05,1009,27,19,0,0,3,2
2013,6,3,18,2,13,44.61,1009,26,24,0,0,3,2
2013,6,3,19,2,16,60.98,1010,24,28,0,0,3,2
2013,6,3,20,2,14,60.51,1011,22,33,0,0,3,2
2013,6,3,21,2,17,77.94,1012,21,38,0,0,2,2
2013,6,3,22,2,17,77.94,1012,21,43,0,0,1,2
2013,6,3,23,2,17,82.89,1012,20,49,0,0,1,2
2013,6,4,0,2,17,82.89,1012,20,55,0,0,1,2
2013,6,4,1,2,17,82.89,1012,20,60,0,0,1,2
2013,6,4,2,2,17,82.89,1012,20,65,0,0,1,2
2013,6,4,3,2,16,77.79,1012,20,71,0,0,1,2
2013,6,4,4,2,16,77.79,1012,20,76,0,0,1,2
2013,6,4,5,2,16,77.79,1012,20,79,0,0,1,2
2013,6,4,6,2,17,77.94,1013,21,82,0,0,1,2
2013,6,4,7,2,17,77.94,1013,21,86,0,0,1,2
2013,6,4,8,2,17,69.01,1013,23,91,0,0,1,2
2013,6,4,9,2,17,64.98,1013,24,96,0,0,1,2
2013,6,4,10,2,17,64.98,1014,24,101,0,0,1,2
2013,6,4,11,2,17,61.21,1014,25,106,0,0,1,2
2013,6,4,12,2,17,57.69,1014,26,112,0,0,1,2
2013,6,4,13,2,18,61.44,1013,26,118,0,0,1,2
2013,6,4,14,2,18,61.44,1013,26,124,0,0,1,2
2013,6,4,15,2,18,65.19,1012,25,130,0,0,2,2
2013,6,4,16,2,19,69.4,1012,25,136,0,0,1,2
2013,6,4,17,2,18,65.19,1012,25,142,0,0,2,2
2013,6,4,18,2,18,69.2,1012,24,147,0,0,2,2
2013,6,4,19,2,19,78.24,1012,23,152,0,0,1,2
2013,6,4,20,2,19,78.24,1013,23,156,0,0,2,2
2013,6,5,0,2,20,83.25,1014,23,4,0,0,1,1
2013,6,5,1,2,20,83.25,1013,23,4,0,0,1,2
2013,6,5,2,2,20,83.25,1013,23,8,0,0,1,2
2013,6,5,3,2,20,83.25,1012,23,12,0,0,1,2
2013,6,5,4,2,20,83.25,1013,23,16,0,0,1,2
2013,6,5,5,2,20,83.25,1013,23,20,0,0,1,2
2013,6,5,6,2,20,83.25,1013,23,23,0,0,1,2
2013,6,5,7,2,21,83.37,1013,24,27,0,0,1,2
2013,6,5,8,2,21,83.37,1014,24,31,0,0,1,2
2013,6,5,9,2,21,78.53,1014,25,36,0,0,1,2
2013,6,5,10,2,21,69.79,1014,27,41,0,0,1,2
2013,6,5,11,2,21,65.83,1014,28,45,0,0,1,2
2013,6,5,12,2,21,65.83,1014,28,6,0,0,1,1
2013,6,5,13,2,21,62.13,1013,29,7,0,0,1,2
2013,6,5,14,2,21,62.13,1012,29,14,0,0,1,2
2013,6,5,15,2,20,58.42,1012,29,20,0,0,1,2
2013,6,5,16,2,20,61.9,1012,28,27,0,0,1,2
2013,6,5,17,2,20,65.62,1012,27,33,0,0,1,2
2013,6,5,18,2,19,65.41,1012,26,39,0,0,1,2
2013,6,5,19,2,20,73.84,1012,25,45,0,0,1,2
2013,6,5,20,2,20,73.84,1013,25,51,0,0,1,2
2013,6,5,21,2,20,78.39,1013,24,56,0,0,1,2
2013,6,5,22,2,20,78.39,1013,24,63,0,0,1,2
2013,6,5,23,2,20,83.25,1012,23,69,0,0,1,2
2013,6,6,0,2,20,83.25,1012,23,74,0,0,1,2
2013,6,6,1,2,20,83.25,1012,23,80,0,0,1,2
2013,6,6,2,2,19,78.24,1012,23,85,0,0,1,2
2013,6,6,3,2,20,83.25,1012,23,90,0,0,1,2
2013,6,6,4,2,20,83.25,1012,23,94,0,0,1,2
2013,6,6,5,2,20,83.25,1012,23,98,0,0,1,2
2013,6,6,6,2,20,78.39,1012,24,102,0,0,1,2
2013,6,6,7,2,20,78.39,1012,24,108,0,0,1,2
2013,6,6,8,2,20,73.84,1012,25,113,0,0,1,2
2013,6,6,9,2,20,69.6,1012,26,119,0,0,1,2
2013,6,6,10,2,20,65.62,1012,27,125,0,0,1,2
2013,6,6,11,2,21,65.83,1012,28,130,0,0,1,2
2013,6,6,12,2,20,61.9,1011,28,137,0,0,1,2
2013,6,6,13,2,19,58.17,1010,28,145,0,0,1,2
2013,6,6,14,2,20,61.9,1011,28,152,0,0,1,2
2013,6,6,15,2,21,65.83,1010,28,158,0,0,1,2
2013,6,7,14,2,20,94.03,1002,21,8,16.7,40.2,1,1
2013,6,7,15,2,21,94.07,1001,22,16,6.3,46.5,1,1
2013,6,7,16,2,20,88.45,1001,22,25,7.6,54.1,1,1
2013,6,7,17,2,20,94.03,1000,21,9,3.8,57.9,1,2
2013,6,7,18,2,20,88.45,1000,22,17,6.9,64.8,1,2
2013,6,7,19,2,19,88.37,1000,21,27,5.8,70.6,1,2
2013,6,7,21,2,19,93.98,1000,20,44,1.1,82,1,2
2013,6,7,23,2,20,94.03,999,21,54,0,0,1,2
2013,6,8,0,2,21,94.07,998,22,58,0,0,1,2
2013,6,8,1,2,21,94.07,998,22,4,0,0,1,4
2013,6,8,2,2,21,94.07,997,22,9,0,0,1,4
2013,6,8,3,2,21,94.07,997,22,12,0,0,1,4
2013,6,8,4,2,20,88.45,997,22,3,0,0,1,3
2013,6,8,5,2,20,94.03,997,21,4,0,0,1,4
2013,6,8,6,2,20,94.03,997,21,7,0,0,1,4
2013,6,8,7,2,21,94.07,997,22,11,0,0,1,4
2013,6,8,8,2,20,88.45,997,22,16,0,0,1,4
2013,6,8,9,2,20,83.25,998,23,21,0,0,1,4
2013,6,8,10,2,19,78.24,998,23,27,0,0,1,4
2013,6,8,11,2,19,78.24,998,23,34,0,0,1,4
2013,6,8,12,2,19,83.13,998,22,41,0,0,2,4
2013,6,8,13,2,19,83.13,997,22,48,0,0,2,4
2013,6,8,14,2,19,83.13,997,22,55,0,0,2,4
2013,6,8,15,2,19,83.13,997,22,6,0,0,1,3
2013,6,8,16,2,20,94.03,997,21,11,0,0,1,3
2013,6,8,17,2,20,94.03,997,21,17,0,0,1,3
2013,6,8,18,2,19,88.37,998,21,23,0,0,2,3
2013,6,8,19,2,19,93.98,998,20,29,0.1,0.1,1,3
2013,6,8,20,2,19,93.98,999,20,35,1.1,1.2,1,3
2013,6,8,21,2,19,93.98,1000,20,41,1,2.2,1,3
2013,6,8,22,2,19,93.98,1000,20,47,0.3,2.5,1,3
2013,6,8,23,2,18,88.28,1000,20,52,0.1,2.6,1,3
2013,6,9,0,2,18,93.94,1000,19,59,0,0,2,3
2013,6,9,1,2,18,93.94,1000,19,65,0,0,1,3
2013,6,9,2,2,18,93.94,1000,19,71,0.1,0.1,2,3
2013,6,9,3,2,18,93.94,1000,19,76,0.1,0.2,2,3
2013,6,9,4,2,18,93.94,1000,19,81,0.1,0.3,2,3
2013,6,9,5,2,18,93.94,1000,19,86,0.7,1,2,3
2013,6,9,6,2,18,93.94,1001,19,91,0.6,1.6,2,3
2013,6,9,7,2,18,93.94,1001,19,97,0.2,1.8,2,3
2013,6,9,8,2,19,93.98,1002,20,103,0.2,2,2,3
2013,6,9,9,2,19,93.98,1002,20,108,0.1,2.1,2,3
2013,6,9,10,2,20,94.03,1002,21,113,0,0,2,3
2013,6,9,11,2,20,88.45,1002,22,119,0,0,2,3
2013,6,9,12,2,20,88.45,1002,22,124,0,0,2,3
2013,6,9,13,2,20,88.45,1002,22,129,0,0,2,3
2013,6,9,14,2,20,88.45,1002,22,134,0,0,2,3
2013,6,9,15,2,19,83.13,1002,22,5,0,0,1,1
2013,6,9,16,2,19,83.13,1002,22,11,0,0,1,1
2013,6,9,17,2,19,88.37,1003,21,16,0,0,1,1
2013,6,9,18,2,19,88.37,1003,21,21,0.1,0.1,1,1
2013,6,9,19,2,19,93.98,1004,20,25,0,0,1,1
2013,6,9,20,2,19,93.98,1005,20,29,0,0,1,1
2013,6,9,21,2,19,93.98,1006,20,33,0.1,0.1,1,1
2013,6,9,22,2,19,93.98,1006,20,38,0,0,2,1
2013,6,9,23,2,19,93.98,1006,20,42,0,0,2,1
2013,6,10,0,2,19,93.98,1005,20,47,0,0,1,1
2013,6,10,1,2,18,88.28,1005,20,52,0,0,2,1
2013,6,10,2,2,18,88.28,1005,20,58,0,0,1,1
2013,6,10,3,2,18,88.28,1005,20,62,0,0,1,1
2013,6,10,4,2,18,88.28,1005,20,65,0.1,0.1,1,1
2013,6,10,5,2,18,88.28,1005,20,69,0,0,1,1
2013,6,10,6,2,19,93.98,1005,20,73,0,0,1,1
2013,6,10,7,2,19,93.98,1006,20,76,0,0,1,1
2013,6,10,8,2,19,88.37,1006,21,80,0,0,1,1
2013,6,10,9,2,19,88.37,1006,21,84,0,0,1,1
2013,6,10,10,2,19,83.13,1006,22,89,0,0,1,1
2013,6,10,11,2,18,78.09,1006,22,95,0,0,1,1
2013,6,10,12,2,19,78.24,1006,23,100,0,0,1,1
2013,6,10,13,2,19,78.24,1006,23,105,0,0,2,1
2013,6,10,14,2,19,78.24,1005,23,111,0,0,1,1
2013,6,10,15,2,19,73.67,1005,24,117,0,0,1,1
2013,6,10,16,2,19,78.24,1005,23,122,0,0,1,1
2013,6,10,17,2,18,69.2,1005,24,127,0,0,1,1
2013,6,10,18,2,18,69.2,1005,24,131,0,0,1,1
2013,6,10,19,2,18,73.5,1006,23,134,0,0,1,1
2013,6,10,20,2,17,69.01,1006,23,137,0,0,2,1
2013,6,10,21,2,17,73.32,1006,22,139,0,0,2,1
2013,6,10,22,2,18,78.09,1007,22,141,0,0,2,1
2013,6,10,23,2,18,83.01,1006,21,143,0,0,2,1
2013,6,11,0,2,18,83.01,1006,21,145,0,0,2,1
2013,6,11,1,2,18,83.01,1006,21,147,0,0,2,1
2013,6,11,2,2,18,88.28,1006,20,149,0,0,2,1
2013,6,11,3,2,18,88.28,1005,20,151,0,0,2,1
